date,change,num_trades,aggregated_change
2024-08-09,-147.3975490548354,37.0,-147.3975490548354
2024-08-10,153.89463870791838,324.0,6.4970896530829805
2024-08-11,1652.537284343453,585.0,1659.034373996536
2024-08-12,88.4337923170275,1349.0,1747.4681663135634
2024-08-13,314.3878220587594,2374.0,2061.855988372323
2024-08-14,993.71543382558,2630.0,3055.571422197903
2024-08-15,119.25823192007243,2596.0,3174.829654117975
2024-08-16,124.78637622381149,2692.0,3299.616030341787
2024-08-17,448.6816786576343,2803.0,3748.297708999421
2024-08-18,551.114267828965,2676.0,4299.411976828386
2024-08-19,-23.276546681739774,2988.0,4276.135430146646
2024-08-20,-772.6103869634495,2799.0,3503.525043183197
2024-08-21,1205.9890455440816,1737.0,4709.514088727278
2024-08-22,-375.4160781797442,1587.0,4334.098010547534
2024-08-23,-422.9066459680672,2059.0,3911.1913645794666
2024-08-24,2201.612873684471,2732.0,6112.804238263938
2024-08-25,22.938272810837475,1911.0,6135.742511074775
2024-08-26,325.4134102995175,2814.0,6461.155921374293
2024-08-27,-1160.163874338045,2880.0,5300.992047036249
2024-08-28,-1385.2949536912197,2627.0,3915.697093345029
2024-08-29,125.04405063742075,2394.0,4040.7411439824496
2024-08-30,-658.700761958814,2538.0,3382.0403820236356
2024-08-31,594.2619039034018,2248.0,3976.3022859270377
2024-09-01,-1355.0334166863145,2686.0,2621.2688692407232
2024-09-02,-674.6783901358439,2465.0,1946.5904791048793
2024-09-03,510.62054481851555,2365.0,2457.211023923395
2024-09-04,488.08837735512736,2544.0,2945.299401278522
2024-09-05,-1910.814842174836,2831.0,1034.484559103686
2024-09-06,98.87619043583618,2516.0,1133.3607495395222
2024-09-07,-1422.6745315114008,2216.0,-289.3137819718786
2024-09-08,1049.5623647356524,1990.0,760.2485827637738
2024-09-09,-509.1668498610917,2178.0,251.08173290268212
2024-09-10,-745.4780861748555,1795.0,-494.3963532721734
2024-09-11,-52.262523837157914,1988.0,-546.6588771093313
2024-09-12,-918.1333859770392,1853.0,-1464.7922630863704
2024-09-13,-93.5208727377647,1761.0,-1558.313135824135
2024-09-14,57.08323142889111,1369.0,-1501.229904395244
2024-09-15,26.73119156780831,1614.0,-1474.4987128274356
2024-09-16,-444.24435616705,1529.0,-1918.7430689944856
2024-09-17,-7.890388442575045,1665.0,-1926.6334574370608
2024-09-18,450.7764012738439,1460.0,-1475.8570561632168
2024-09-19,874.8515088489748,1472.0,-601.005547314242
2024-09-20,-672.4213230623069,1453.0,-1273.4268703765488
2024-09-21,-62.34352015852318,1327.0,-1335.770390535072
