date,change,num_trades,aggregated_change
2024-08-09,-102.49649982558174,36.0,-102.49649982558174
2024-08-10,-172.11284202326488,347.0,-274.6093418488466
2024-08-11,292.03216839626714,593.0,17.422826547420527
2024-08-12,-311.29439603146216,1456.0,-293.87156948404163
2024-08-13,82.62700362783505,2587.0,-211.24456585620658
2024-08-14,165.03205311939257,2798.0,-46.212512736814006
2024-08-15,237.89122841731228,2729.0,191.67871568049827
2024-08-16,41.24826445962697,2980.0,232.92698014012524
2024-08-17,-139.70277368347467,2984.0,93.22420645665056
2024-08-18,-110.68759480099277,2830.0,-17.463388344342206
2024-08-19,-982.7212998124747,3112.0,-1000.184688156817
2024-08-20,-70.4984495870317,3000.0,-1070.6831377438486
2024-08-21,-593.1740281006003,1799.0,-1663.857165844449
2024-08-22,-193.05307951813273,1659.0,-1856.9102453625817
2024-08-23,485.80806609935746,2176.0,-1371.1021792632241
2024-08-24,-92.69465738891205,2992.0,-1463.796836652136
2024-08-25,-607.1391436008461,2156.0,-2070.935980252982
2024-08-26,-478.12296621531925,3024.0,-2549.058946468301
2024-08-27,-515.5092190430582,3089.0,-3064.5681655113594
2024-08-28,-252.13784648715557,2818.0,-3316.706011998515
2024-08-29,113.44645542162584,2483.0,-3203.259556576889
2024-08-30,-768.243733763781,2644.0,-3971.50329034067
2024-08-31,-21.995599719741563,2423.0,-3993.4988900604117
2024-09-01,-598.714566438165,2789.0,-4592.213456498576
2024-09-02,-852.6356257969861,2534.0,-5444.849082295563
2024-09-03,393.5346650778191,2453.0,-5051.3144172177435
2024-09-04,29.06596350152057,2588.0,-5022.248453716223
2024-09-05,92.71671686306084,2792.0,-4929.531736853161
2024-09-06,-188.2999067736617,2637.0,-5117.831643626823
2024-09-07,2.4341202821992454,2357.0,-5115.3975233446245
2024-09-08,-57.11198188951644,2427.0,-5172.509505234141
2024-09-09,-335.71606654348295,2692.0,-5508.225571777624
2024-09-10,457.9858861982885,2213.0,-5050.239685579336
2024-09-11,-221.052409242193,2369.0,-5271.292094821529
2024-09-12,-514.423102254967,2639.0,-5785.715197076495
2024-09-13,-162.2606394018688,2589.0,-5947.975836478364
2024-09-14,-24.794449311912672,1947.0,-5972.770285790277
2024-09-15,-343.21674479101995,2207.0,-6315.9870305812965
2024-09-16,-127.05334993713407,2326.0,-6443.0403805184305
2024-09-17,-566.9710707487711,2462.0,-7010.011451267202
2024-09-18,-83.50555592399996,2327.0,-7093.517007191202
2024-09-19,516.658924683471,2401.0,-6576.858082507731
2024-09-20,-48.69398257137934,2320.0,-6625.5520650791095
2024-09-21,-331.15865849241993,1934.0,-6956.710723571529
