date,change,num_trades,aggregated_change
2023-12-23,4.752741958237785,65.0,4.752741958237785
2023-12-24,-16.323927886726743,677.0,-11.571185928488958
2023-12-25,-13.332948910185612,688.0,-24.904134838674572
2023-12-26,-12.125808321508025,1160.0,-37.0299431601826
2023-12-27,-48.19606244284424,1515.0,-85.22600560302683
2023-12-28,-74.2315838392089,1027.0,-159.45758944223573
2023-12-29,-91.48169238684228,1381.0,-250.93928182907803
2023-12-30,70.20227057079958,1317.0,-180.73701125827844
2023-12-31,-44.651385852088175,1027.0,-225.3883971103666
2024-01-01,-17.935692887954723,1361.0,-243.32408999832134
2024-01-02,-28.22315535470273,1387.0,-271.5472453530241
2024-01-03,40.97675346805758,1474.0,-230.57049188496651
2024-01-04,58.1510604331234,1663.0,-172.4194314518431
2024-01-05,-75.07757554523711,1528.0,-247.49700699708023
2024-01-06,52.828391170154966,1145.0,-194.66861582692528
2024-01-07,22.469891806192507,1117.0,-172.19872402073275
2024-01-08,-49.40039240667879,1289.0,-221.59911642741156
2024-01-09,11.135061556974733,1355.0,-210.46405487043683
2024-01-10,50.964010974240146,1206.0,-159.50004389619667
2024-01-11,-21.949427188246876,1212.0,-181.44947108444356
2024-01-12,-19.428347195285685,1207.0,-200.87781827972924
2024-01-13,68.72121510614038,1226.0,-132.15660317358885
2024-01-14,34.394200960210874,1367.0,-97.76240221337798
2024-01-15,104.49462841440982,1179.0,6.7322262010318354
2024-01-16,-28.47275718831287,1198.0,-21.740530987281034
2024-01-17,23.272058098201924,1371.0,1.5315271109208908
2024-01-18,15.661615795628197,1062.0,17.193142906549088
2024-01-25,35.75752779041461,1117.0,52.9506706969637
2024-01-26,61.38549596409532,1287.0,114.33616666105902
2024-01-27,27.012786941916822,1174.0,141.34895360297585
2024-01-28,-79.51169671045011,1177.0,61.837256892525744
2024-01-29,-52.038097912731445,1327.0,9.7991589797943
2024-01-30,-21.431538021840645,1453.0,-11.632379042046345
2024-01-31,35.703847565340894,1509.0,24.07146852329455
2024-02-01,0.19461251379973987,1554.0,24.26608103709429
2024-02-02,-32.50432143186123,1396.0,-8.23824039476694
2024-02-03,56.967301551365274,1174.0,48.729061156598334
2024-02-04,62.45668551857222,838.0,111.18574667517055
2024-02-05,-76.87135941091398,1342.0,34.31438726425657
2024-02-06,33.26114217160883,1442.0,67.5755294358654
2024-02-07,0.2941150753808657,1397.0,67.86964451124626
2024-02-08,75.2787559559818,1603.0,143.14840046722804
2024-02-09,23.87708940854755,1679.0,167.0254898757756
2024-02-10,9.199613788290353,1343.0,176.22510366406595
2024-02-11,-40.228380860593376,1385.0,135.99672280347258
2024-02-12,-28.396671794940016,1477.0,107.60005100853256
2024-02-13,22.33983385447575,1641.0,129.9398848630083
2024-02-14,-18.04038854301583,1481.0,111.89949631999247
2024-02-15,55.55948014356418,1414.0,167.45897646355664
2024-02-16,-1.8794686932444762,1421.0,165.57950777031215
2024-02-17,88.9417439993723,1504.0,254.52125176968445
2024-02-18,231.7676311191528,1655.0,486.2888828888373
2024-02-19,71.93362999546616,1659.0,558.2225128843035
2024-02-20,-2.349417388015498,1557.0,555.873095496288
2024-02-21,-27.212831759303075,1570.0,528.6602637369849
2024-02-22,6.521727569664742,1600.0,535.1819913066497
2024-02-23,25.443173205121095,1382.0,560.6251645117708
2024-02-24,29.601449038985606,1084.0,590.2266135507564
2024-02-25,-0.8661099087396664,1314.0,589.3605036420167
2024-02-26,73.54431307318308,1481.0,662.9048167151998
2024-02-27,10.33519581418159,1499.0,673.2400125293814
2024-02-28,-5.955497054393213,1572.0,667.2845154749882
2024-02-29,-4.223901591226102,1540.0,663.0606138837621
2024-03-01,95.01891757927474,1618.0,758.0795314630369
2024-03-02,44.83819665746618,1429.0,802.917728120503
2024-03-03,9.885467181816871,1186.0,812.80319530232
2024-03-04,37.5371005592673,1491.0,850.3402958615873
2024-03-05,-12.814077104193359,1510.0,837.526218757394
2024-03-06,-3.639109367342148,1476.0,833.8871093900518
2024-03-07,8.194346528503777,1523.0,842.0814559185555
2024-03-08,-3.9662680006124447,1461.0,838.1151879179431
2024-03-09,-36.7017742165213,1335.0,801.4134137014219
2024-03-10,55.08848695497234,1356.0,856.5019006563942
2024-03-11,-46.9929460251477,1418.0,809.5089546312465
2024-03-12,-29.889741605894088,1364.0,779.6192130253525
2024-03-13,30.53875429052553,1589.0,810.157967315878
2024-03-14,-114.5596405400353,1585.0,695.5983267758427
2024-03-15,-58.53884118986941,1552.0,637.0594855859732
2024-03-16,-4.258204239514908,1474.0,632.8012813464583
2024-03-17,5.181521895045311,1544.0,637.9828032415036
2024-03-18,32.33425013822523,1489.0,670.3170533797288
2024-03-19,-8.28969052670173,1443.0,662.0273628530271
2024-03-20,-12.85143407947454,1230.0,649.1759287735525
2024-03-21,-11.277474620252033,1158.0,637.8984541533005
2024-03-25,-16.624057094946167,776.0,621.2743970583543
2024-03-26,-42.01409010296044,1288.0,579.2603069553938
2024-03-27,2.0609587197547388,1656.0,581.3212656751485
2024-03-28,-90.64823413297178,1407.0,490.6730315421768
2024-03-29,14.628977210615371,1264.0,505.3020087527921
2024-03-30,16.025453835986674,983.0,521.3274625887788
2024-03-31,7.971119220422562,988.0,529.2985818092013
2024-04-01,-18.633968794145083,906.0,510.66461301505626
2024-04-02,39.78860511335265,946.0,550.4532181284089
2024-04-03,2.6259600678490536,1321.0,553.079178196258
2024-04-04,-0.9918974511672616,1392.0,552.0872807450908
2024-04-05,-21.103546592550803,1065.0,530.9837341525399
2024-04-06,-34.45342928853307,1123.0,496.53030486400684
