date,change,num_trades,aggregated_change
2024-08-09,-5.153670662842889,37.0,-5.153670662842889
2024-08-10,27.630889736170353,325.0,22.477219073327465
2024-08-11,20.503171002847438,578.0,42.9803900761749
2024-08-12,7.2758912192482565,1332.0,50.25628129542316
2024-08-13,25.41677451814276,2367.0,75.67305581356592
2024-08-14,68.97003788739822,2595.0,144.64309370096413
2024-08-15,11.81233362859083,2587.0,156.45542732955496
2024-08-16,51.34484342006854,2650.0,207.8002707496235
2024-08-17,80.26690649296013,2770.0,288.0671772425836
2024-08-18,-34.09084156456486,2643.0,253.97633567801876
2024-08-19,146.89625150120247,2951.0,400.8725871792212
2024-08-20,-73.2102286731477,2804.0,327.66235850607353
2024-08-21,30.752773024066503,1737.0,358.41513153014006
2024-08-22,22.73596800795027,1586.0,381.1510995380903
2024-08-23,-70.11928131700738,2063.0,311.0318182210829
2024-08-24,99.26134837024907,2686.0,410.293166591332
2024-08-25,-4.973884675333039,1900.0,405.319281915999
2024-08-26,-29.38279545164914,2780.0,375.93648646434985
2024-08-27,-16.585547729731825,2856.0,359.350938734618
2024-08-28,-87.20523785835938,2598.0,272.1457008762586
2024-08-29,-33.57069172439503,2318.0,238.57500915186358
2024-08-30,-23.54897990223318,2480.0,215.0260292496304
2024-08-31,54.65494752652083,2120.0,269.6809767761512
2024-09-01,22.531321809938625,2553.0,292.21229858608984
2024-09-02,-19.420496807216985,2251.0,272.79180177887287
2024-09-03,-28.218574822277162,2054.0,244.5732269565957
2024-09-04,50.811082917473676,2181.0,295.3843098740694
2024-09-05,-31.40268222664214,2410.0,263.9816276474273
2024-09-06,-15.073418887625564,2066.0,248.9082087598017
2024-09-07,-34.21622962861051,1852.0,214.6919791311912
2024-09-08,42.168450283603704,1860.0,256.8604294147949
2024-09-09,31.42595170447718,2117.0,288.2863811192721
2024-09-10,-1.3628143980333558,1670.0,286.9235667212387
2024-09-11,12.458103287630918,1845.0,299.38167000886966
2024-09-12,-41.2587434919186,1815.0,258.12292651695105
2024-09-13,-71.22673592585622,1708.0,186.89619059109484
2024-09-14,-43.51684606068966,1248.0,143.37934453040518
2024-09-15,-8.883053220206314,1518.0,134.49629131019887
2024-09-16,-20.05337797266018,1492.0,114.4429133375387
2024-09-17,11.116098516218809,1649.0,125.55901185375751
2024-09-18,13.044690189333714,1508.0,138.60370204309123
2024-09-19,-18.788611315070558,1564.0,119.81509072802068
2024-09-20,-113.21318230061331,1553.0,6.601908427407366
2024-09-21,4.757966553712336,1380.0,11.359874981119702
