date,change,num_trades,aggregated_change
2024-08-09,-13.767156863748482,37.0,-13.767156863748482
2024-08-10,-40.60065176543981,362.0,-54.36780862918829
2024-08-11,167.6954548563043,596.0,113.32764622711602
2024-08-12,-232.5633195229617,1478.0,-119.23567329584569
2024-08-13,357.7678643343968,2640.0,238.5321910385511
2024-08-14,355.63758983484786,2827.0,594.169780873399
2024-08-15,114.34234080640545,2764.0,708.5121216798044
2024-08-16,353.1492182692133,3020.0,1061.6613399490177
2024-08-17,121.6184870771051,3021.0,1183.2798270261228
2024-08-18,331.04174516031173,2881.0,1514.3215721864344
2024-08-19,-147.4662379098677,3151.0,1366.8553342765667
2024-08-20,96.92374910471722,3034.0,1463.779083381284
2024-08-21,-230.55397614923015,1814.0,1233.2251072320537
2024-08-22,194.34436167511421,1692.0,1427.569468907168
2024-08-23,51.135187714730705,2207.0,1478.7046566218987
2024-08-24,245.185883911544,3032.0,1723.8905405334426
2024-08-25,-91.23468086202507,2181.0,1632.6558596714176
2024-08-26,287.96382104999356,3106.0,1920.6196807214112
2024-08-27,-902.0707394307333,3167.0,1018.5489412906779
2024-08-28,2.984794211118981,3042.0,1021.5337355017969
2024-08-29,-0.8392130225261099,2722.0,1020.6945224792707
2024-08-30,-376.2189450792722,2888.0,644.4755773999985
2024-08-31,265.2001688469115,2726.0,909.67574624691
2024-09-01,-283.41511922504947,3163.0,626.2606270218605
2024-09-02,-515.9522028904332,3004.0,110.30842413142727
2024-09-03,377.5398372975915,2898.0,487.84826142901875
2024-09-04,91.29707110387213,3017.0,579.1453325328908
2024-09-05,329.08274582710783,3282.0,908.2280783599987
2024-09-06,203.72818873858068,3089.0,1111.9562670985792
2024-09-07,16.171590989667465,2866.0,1128.1278580882467
2024-09-08,264.10215002746526,2849.0,1392.230008115712
2024-09-09,-83.13255132392021,3185.0,1309.097456791792
2024-09-10,778.1217877642256,2568.0,2087.2192445560177
2024-09-11,455.99494137827577,2734.0,2543.2141859342933
2024-09-12,309.4596510105111,3185.0,2852.6738369448044
2024-09-13,170.1144291761637,3053.0,3022.7882661209683
2024-09-14,668.2338477953633,2322.0,3691.0221139163314
2024-09-15,-166.29367798863223,2699.0,3524.728435927699
2024-09-16,34.349010850591355,2737.0,3559.0774467782903
2024-09-17,-169.45593266835317,2925.0,3389.6215141099374
2024-09-18,-32.66498151028844,2827.0,3356.956532599649
2024-09-19,552.1421297421507,2885.0,3909.0986623418
2024-09-20,102.44828689401709,2985.0,4011.546949235817
2024-09-21,-70.96761937154784,2498.0,3940.5793298642693
