date,change,num_trades,aggregated_change
2024-08-09,-115.99846410154817,37.0,-115.99846410154817
2024-08-10,-159.21372912097888,339.0,-275.21219322252705
2024-08-11,1201.8308385833016,595.0,926.6186453607745
2024-08-12,-362.33859428539085,1435.0,564.2800510753837
2024-08-13,-143.63912014902462,2578.0,420.64093092635903
2024-08-14,366.21177334073184,2758.0,786.8527042670909
2024-08-15,159.26416767625142,2711.0,946.1168719433423
2024-08-16,419.37812437190354,2918.0,1365.4949963152458
2024-08-17,-30.638785986251776,2959.0,1334.856210328994
2024-08-18,1170.7833114481093,2797.0,2505.6395217771033
2024-08-19,-198.0860715775707,3089.0,2307.5534501995326
2024-08-20,-157.52987370525034,2969.0,2150.023576494282
2024-08-21,-650.9123119832794,1803.0,1499.111264511003
2024-08-22,-530.255258731842,1644.0,968.8560057791609
2024-08-23,302.69643030401704,2163.0,1271.552436083178
2024-08-24,554.034040002419,2995.0,1825.586476085597
2024-08-25,-930.1859519256193,2134.0,895.4005241599777
2024-08-26,112.42643436971014,2969.0,1007.8269585296879
2024-08-27,-712.4856078506273,3062.0,295.3413506790606
2024-08-28,-397.6491803544949,2859.0,-102.30782967543428
2024-08-29,118.4418084993248,2541.0,16.133978823890516
2024-08-30,-766.5793402834817,2633.0,-750.4453614595911
2024-08-31,-128.8505778694012,2419.0,-879.2959393289923
2024-09-01,-565.2128649329749,2820.0,-1444.5088042619673
2024-09-02,-1093.1690048303917,2587.0,-2537.677809092359
2024-09-03,261.72296984324475,2487.0,-2275.9548392491142
2024-09-04,63.0508950205068,2550.0,-2212.9039442286075
2024-09-05,-928.599258611243,2780.0,-3141.5032028398505
2024-09-06,-499.92665205570466,2576.0,-3641.4298548955553
2024-09-07,-247.87277003000736,2296.0,-3889.3026249255627
2024-09-08,-90.9347478160993,2311.0,-3980.237372741662
2024-09-09,-579.0312093870168,2640.0,-4559.268582128679
2024-09-10,197.79788899921508,2151.0,-4361.470693129463
2024-09-11,-72.35355633359565,2257.0,-4433.824249463059
2024-09-12,-217.29417231144504,2438.0,-4651.118421774504
2024-09-13,-237.73554738142502,2390.0,-4888.853969155929
2024-09-14,-269.52380863767166,1693.0,-5158.377777793601
2024-09-15,-317.082785662492,2015.0,-5475.460563456093
2024-09-16,-78.58052578427694,2106.0,-5554.04108924037
2024-09-17,-729.9123264315369,2243.0,-6283.953415671906
2024-09-18,-22.899077429053833,2115.0,-6306.852493100961
2024-09-19,634.0452356534873,2007.0,-5672.807257447474
2024-09-20,80.58715998298953,2017.0,-5592.220097464484
2024-09-21,89.7843061980071,1751.0,-5502.435791266476
