tradeExecTime,volumeMW,price,name,dlvryStart,dlvryEnd
2023-12-21 14:16:05+00:00,4.9,26.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:16:20+00:00,0.1,26.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:16:21+00:00,0.4,23.52,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:16:21+00:00,0.3,22.45,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:16:22+00:00,5.0,26.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:17:02+00:00,9.0,45.69,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:17:02+00:00,5.2,45.77,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:18:08+00:00,3.7,23.09,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:14+00:00,0.5,27.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:14+00:00,25.0,27.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:14+00:00,0.2,26.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:14+00:00,0.2,26.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:14+00:00,5.0,25.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:14+00:00,5.0,25.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:14+00:00,5.0,25.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:14+00:00,0.1,25.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:14+00:00,5.0,24.9,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:14+00:00,0.2,24.16,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:14+00:00,5.0,25.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:14+00:00,5.0,24.9,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:15+00:00,3.7,29.38,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:15+00:00,5.0,29.38,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:15+00:00,0.3,29.38,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:18:30+00:00,2.0,59.0,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:18:30+00:00,2.0,59.0,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:19:09+00:00,0.1,29.71,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:19:09+00:00,4.1,24.01,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:19:09+00:00,1.9,29.71,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:19:19+00:00,0.7,24.01,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:20:05+00:00,3.0,59.0,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:20:05+00:00,0.1,59.0,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:20:05+00:00,1.7,59.0,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:20:07+00:00,4.0,59.0,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:20:10+00:00,0.4,26.07,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:20:10+00:00,0.1,25.37,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:20:11+00:00,2.9,25.37,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:20:46+00:00,0.2,28.77,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:20:46+00:00,4.9,29.02,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:21:12+00:00,0.1,26.96,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:21:12+00:00,4.0,26.05,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:21:22+00:00,0.4,26.02,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:21:22+00:00,0.3,26.02,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:21:32+00:00,0.7,24.03,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:21:36+00:00,4.2,59.0,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:21:37+00:00,4.0,59.0,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:21:42+00:00,5.0,47.58,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:21:43+00:00,6.0,59.0,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:21:43+00:00,10.0,59.0,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:21:44+00:00,4.0,58.0,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:21:53+00:00,8.8,47.42,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:21:53+00:00,1.2,47.58,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:22:15+00:00,0.1,58.0,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:22:15+00:00,5.0,58.0,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:22:15+00:00,4.9,58.0,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:22:52+00:00,0.2,28.46,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:23:14+00:00,1.9,30.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:23:14+00:00,3.1,30.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:23:14+00:00,5.0,30.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:23:14+00:00,1.9,30.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:23:14+00:00,3.0,29.13,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:23:14+00:00,1.9,30.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:23:14+00:00,3.1,30.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:23:14+00:00,0.1,29.12,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:23:14+00:00,0.1,29.13,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:23:14+00:00,4.9,29.13,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:23:22+00:00,3.1,30.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:23:22+00:00,10.0,30.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:23:41+00:00,5.0,30.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:23:41+00:00,6.5,30.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:14+00:00,4.3,29.49,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:14+00:00,4.0,29.39,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:14+00:00,1.0,29.32,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:14+00:00,5.1,29.29,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:14+00:00,5.1,29.29,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:14+00:00,4.0,29.28,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:20+00:00,1.5,28.84,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:20+00:00,5.0,28.12,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:28+00:00,3.5,30.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:28+00:00,10.0,30.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:28+00:00,10.0,30.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:28+00:00,0.1,29.94,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:33+00:00,6.4,30.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:54+00:00,5.0,31.27,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:54+00:00,3.0,31.27,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:54+00:00,5.0,31.48,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:54+00:00,5.0,32.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:24:54+00:00,2.0,32.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:25:00+00:00,3.0,26.22,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:25:09+00:00,3.4,26.62,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:25:42+00:00,8.6,50.53,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:25:42+00:00,2.0,50.53,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:25:42+00:00,4.0,50.42,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:25:42+00:00,5.0,50.42,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:25:57+00:00,4.0,53.99,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:25:57+00:00,5.0,53.99,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:25:57+00:00,5.0,53.99,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:25:57+00:00,5.0,53.99,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:25:57+00:00,1.0,53.99,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:25:57+00:00,5.0,53.99,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:26:02+00:00,0.1,30.35,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:21+00:00,5.0,31.89,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:21+00:00,3.0,31.89,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:21+00:00,2.8,32.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:21+00:00,2.2,32.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:21+00:00,5.0,32.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:21+00:00,4.8,32.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:22+00:00,0.2,32.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:22+00:00,5.0,32.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:25+00:00,1.0,31.7,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:31+00:00,0.2,31.98,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:32+00:00,4.0,31.98,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:32+00:00,4.8,31.98,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:35+00:00,0.7,31.98,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:59+00:00,0.8,33.2,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:59+00:00,0.7,33.2,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:26:59+00:00,0.1,33.2,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:27:10+00:00,2.4,33.7,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:27:14+00:00,10.0,34.99,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:27:15+00:00,0.2,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:27:15+00:00,0.8,53.99,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:27:18+00:00,4.8,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:27:23+00:00,5.0,34.9,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:27:36+00:00,1.0,34.06,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:27:38+00:00,4.2,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:27:38+00:00,3.0,34.9,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:27:38+00:00,5.0,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:27:55+00:00,4.2,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:27:55+00:00,5.8,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:01+00:00,3.4,34.08,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:05+00:00,0.1,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:05+00:00,0.1,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,0.1,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:05+00:00,0.1,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,0.1,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:05+00:00,0.1,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,0.3,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:05+00:00,0.3,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,0.1,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:05+00:00,0.7,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:05+00:00,0.1,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,1.0,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,5.0,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,0.7,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,1.0,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,4.0,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,5.0,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,3.0,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,2.0,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,5.0,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,4.0,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:05+00:00,4.0,55.0,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:11+00:00,0.7,34.04,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:14+00:00,1.4,54.98,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:18+00:00,3.6,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:18+00:00,0.2,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:18+00:00,3.8,54.98,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:18+00:00,1.3,54.98,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:18+00:00,1.3,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:18+00:00,3.5,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:18+00:00,2.9,34.04,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:18+00:00,3.5,54.98,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:18+00:00,4.0,34.01,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:18+00:00,4.0,34.03,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:19+00:00,1.6,33.75,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:19+00:00,2.1,54.98,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:19+00:00,2.1,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:19+00:00,7.9,54.98,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:19+00:00,4.3,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:19+00:00,3.6,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:19+00:00,5.0,33.71,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:19+00:00,0.3,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:19+00:00,0.3,54.61,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:28:19+00:00,12.0,33.85,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:24+00:00,2.3,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:24+00:00,6.7,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:24+00:00,0.3,34.9,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:24+00:00,1.1,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:26+00:00,0.8,33.83,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:26+00:00,0.2,33.92,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:31+00:00,5.0,62.3,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:28:31+00:00,3.0,62.3,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:28:31+00:00,2.0,62.99,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:28:51+00:00,3.0,62.99,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:28:51+00:00,5.0,62.99,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:28:51+00:00,2.0,62.99,4H231221-5,2023-12-21T15:00:00+00:00,2023-12-21T19:00:00+00:00
2023-12-21 14:28:54+00:00,3.3,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:54+00:00,0.4,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:56+00:00,2.0,34.07,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:28:58+00:00,0.5,56.99,2H231221-5A,2023-12-21T15:00:00+00:00,2023-12-21T17:00:00+00:00
2023-12-21 14:29:07+00:00,1.2,33.99,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:29:11+00:00,0.7,34.07,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:29:11+00:00,0.1,34.17,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:29:12+00:00,0.5,33.9,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:29:12+00:00,0.2,34.05,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:29:21+00:00,0.7,34.07,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:29:40+00:00,9.6,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:29:40+00:00,0.4,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:29:48+00:00,9.6,35.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:29:48+00:00,6.2,34.83,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:29:56+00:00,6.2,34.83,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:29:58+00:00,10.0,34.63,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:30:00+00:00,0.2,35.05,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:30:02+00:00,1.8,35.03,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:30:11+00:00,3.2,36.2,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:30:11+00:00,0.1,36.19,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:30:11+00:00,5.6,36.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:30:13+00:00,19.4,36.0,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:30:30+00:00,0.1,35.44,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:31:00+00:00,1.3,34.88,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:31:02+00:00,4.7,34.6,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
2023-12-21 14:31:02+00:00,5.0,34.6,HH231221-31,2023-12-21T15:00:00+00:00,2023-12-21T15:30:00+00:00
