start_time,price,settlement_period,delivery_date,volume
2023-09-21 23:00:00+01:00,98.0,47,2023-09-22,685.3
2023-09-21 23:30:00+01:00,103.1,48,2023-09-22,545.3
2023-09-22 00:00:00+01:00,90.0,1,2023-09-22,450.5
2023-09-22 00:30:00+01:00,82.0,2,2023-09-22,457.45
2023-09-22 01:00:00+01:00,84.4,3,2023-09-22,322.3
2023-09-22 01:30:00+01:00,84.4,4,2023-09-22,334.15
2023-09-22 02:00:00+01:00,84.6,5,2023-09-22,317.75
2023-09-22 02:30:00+01:00,77.0,6,2023-09-22,273.85
2023-09-22 03:00:00+01:00,76.0,7,2023-09-22,362.1
2023-09-22 03:30:00+01:00,75.2,8,2023-09-22,371.45
2023-09-22 04:00:00+01:00,75.8,9,2023-09-22,398.0
2023-09-22 04:30:00+01:00,76.2,10,2023-09-22,438.8
2023-09-22 05:00:00+01:00,83.0,11,2023-09-22,479.85
2023-09-22 05:30:00+01:00,83.8,12,2023-09-22,606.05
2023-09-22 06:00:00+01:00,98.2,13,2023-09-22,592.7
2023-09-22 06:30:00+01:00,123.0,14,2023-09-22,823.9
2023-09-22 07:00:00+01:00,105.6,15,2023-09-22,972.5
2023-09-22 07:30:00+01:00,120.0,16,2023-09-22,923.4
2023-09-22 08:00:00+01:00,115.8,17,2023-09-22,788.35
2023-09-22 08:30:00+01:00,116.7,18,2023-09-22,670.05
2023-09-22 09:00:00+01:00,102.0,19,2023-09-22,677.25
2023-09-22 09:30:00+01:00,91.3,20,2023-09-22,666.15
2023-09-22 10:00:00+01:00,84.7,21,2023-09-22,703.05
2023-09-22 10:30:00+01:00,83.0,22,2023-09-22,692.75
2023-09-22 11:00:00+01:00,82.6,23,2023-09-22,785.5
2023-09-22 11:30:00+01:00,81.15,24,2023-09-22,709.35
2023-09-22 12:00:00+01:00,84.1,25,2023-09-22,684.05
2023-09-22 12:30:00+01:00,76.2,26,2023-09-22,696.65
2023-09-22 13:00:00+01:00,80.0,27,2023-09-22,633.4
2023-09-22 13:30:00+01:00,72.5,28,2023-09-22,610.75
2023-09-22 14:00:00+01:00,70.2,29,2023-09-22,735.0
2023-09-22 14:30:00+01:00,66.4,30,2023-09-22,742.15
2023-09-22 15:00:00+01:00,70.0,31,2023-09-22,660.3
2023-09-22 15:30:00+01:00,74.0,32,2023-09-22,741.8
2023-09-22 16:00:00+01:00,75.0,33,2023-09-22,885.8
2023-09-22 16:30:00+01:00,90.0,34,2023-09-22,1067.1
2023-09-22 17:00:00+01:00,86.0,35,2023-09-22,636.3
2023-09-22 17:30:00+01:00,90.9,36,2023-09-22,755.6
2023-09-22 18:00:00+01:00,102.0,37,2023-09-22,728.45
2023-09-22 18:30:00+01:00,107.9,38,2023-09-22,806.8
2023-09-22 19:00:00+01:00,110.4,39,2023-09-22,802.0
2023-09-22 19:30:00+01:00,118.4,40,2023-09-22,846.5
2023-09-22 20:00:00+01:00,105.0,41,2023-09-22,874.1
2023-09-22 20:30:00+01:00,88.0,42,2023-09-22,752.8
2023-09-22 21:00:00+01:00,103.4,43,2023-09-22,841.5
2023-09-22 21:30:00+01:00,84.2,44,2023-09-22,634.65
2023-09-22 22:00:00+01:00,94.6,45,2023-09-22,1049.95
2023-09-22 22:30:00+01:00,80.0,46,2023-09-22,835.85
2023-09-22 23:00:00+01:00,109.6,47,2023-09-23,711.15
2023-09-22 23:30:00+01:00,104.8,48,2023-09-23,498.0
2023-09-23 00:00:00+01:00,100.0,1,2023-09-23,456.15
2023-09-23 00:30:00+01:00,93.0,2,2023-09-23,480.1
2023-09-23 01:00:00+01:00,88.0,3,2023-09-23,434.3
2023-09-23 01:30:00+01:00,92.0,4,2023-09-23,426.3
2023-09-23 02:00:00+01:00,84.4,5,2023-09-23,483.4
2023-09-23 02:30:00+01:00,80.1,6,2023-09-23,429.75
2023-09-23 03:00:00+01:00,83.0,7,2023-09-23,486.05
2023-09-23 03:30:00+01:00,78.5,8,2023-09-23,464.0
2023-09-23 04:00:00+01:00,85.2,9,2023-09-23,481.3
2023-09-23 04:30:00+01:00,86.0,10,2023-09-23,459.45
2023-09-23 05:00:00+01:00,84.0,11,2023-09-23,461.8
2023-09-23 05:30:00+01:00,94.0,12,2023-09-23,422.75
2023-09-23 06:00:00+01:00,95.0,13,2023-09-23,399.9
2023-09-23 06:30:00+01:00,106.0,14,2023-09-23,482.0
2023-09-23 07:00:00+01:00,87.4,15,2023-09-23,482.6
2023-09-23 07:30:00+01:00,116.8,16,2023-09-23,502.7
2023-09-23 08:00:00+01:00,93.6,17,2023-09-23,524.45
2023-09-23 08:30:00+01:00,110.3,18,2023-09-23,472.9
2023-09-23 09:00:00+01:00,100.8,19,2023-09-23,437.05
2023-09-23 09:30:00+01:00,100.8,20,2023-09-23,449.65
2023-09-23 10:00:00+01:00,93.0,21,2023-09-23,375.15
2023-09-23 10:30:00+01:00,89.4,22,2023-09-23,382.8
2023-09-23 11:00:00+01:00,88.2,23,2023-09-23,374.45
2023-09-23 11:30:00+01:00,92.0,24,2023-09-23,356.35
2023-09-23 12:00:00+01:00,92.9,25,2023-09-23,346.05
2023-09-23 12:30:00+01:00,87.1,26,2023-09-23,330.3
2023-09-23 13:00:00+01:00,77.6,27,2023-09-23,412.2
2023-09-23 13:30:00+01:00,77.6,28,2023-09-23,429.0
2023-09-23 14:00:00+01:00,77.9,29,2023-09-23,404.55
2023-09-23 14:30:00+01:00,77.6,30,2023-09-23,437.65
2023-09-23 15:00:00+01:00,77.6,31,2023-09-23,472.4
2023-09-23 15:30:00+01:00,79.5,32,2023-09-23,514.25
2023-09-23 16:00:00+01:00,81.3,33,2023-09-23,585.05
2023-09-23 16:30:00+01:00,86.0,34,2023-09-23,627.5
2023-09-23 17:00:00+01:00,116.7,35,2023-09-23,529.2
2023-09-23 17:30:00+01:00,120.0,36,2023-09-23,614.85
2023-09-23 18:00:00+01:00,130.0,37,2023-09-23,580.45
2023-09-23 18:30:00+01:00,124.8,38,2023-09-23,577.4
2023-09-23 19:00:00+01:00,129.0,39,2023-09-23,580.9
2023-09-23 19:30:00+01:00,110.0,40,2023-09-23,547.1
2023-09-23 20:00:00+01:00,103.0,41,2023-09-23,492.75
2023-09-23 20:30:00+01:00,88.0,42,2023-09-23,329.15
2023-09-23 21:00:00+01:00,99.5,43,2023-09-23,399.05
2023-09-23 21:30:00+01:00,87.0,44,2023-09-23,391.3
2023-09-23 22:00:00+01:00,86.0,45,2023-09-23,673.25
2023-09-23 22:30:00+01:00,85.0,46,2023-09-23,530.35
2023-09-23 23:00:00+01:00,88.55,47,2023-09-24,587.2
2023-09-23 23:30:00+01:00,89.6,48,2023-09-24,337.9
2023-09-24 00:00:00+01:00,82.9,1,2023-09-24,344.0
2023-09-24 00:30:00+01:00,74.2,2,2023-09-24,272.8
2023-09-24 01:00:00+01:00,65.1,3,2023-09-24,287.25
2023-09-24 01:30:00+01:00,60.1,4,2023-09-24,262.65
2023-09-24 02:00:00+01:00,49.9,5,2023-09-24,323.3
2023-09-24 02:30:00+01:00,33.0,6,2023-09-24,350.0
2023-09-24 03:00:00+01:00,40.0,7,2023-09-24,343.5
2023-09-24 03:30:00+01:00,38.5,8,2023-09-24,367.4
2023-09-24 04:00:00+01:00,35.2,9,2023-09-24,284.65
2023-09-24 04:30:00+01:00,33.4,10,2023-09-24,272.0
2023-09-24 05:00:00+01:00,32.1,11,2023-09-24,239.0
2023-09-24 05:30:00+01:00,41.6,12,2023-09-24,271.4
2023-09-24 06:00:00+01:00,37.4,13,2023-09-24,296.5
2023-09-24 06:30:00+01:00,52.8,14,2023-09-24,380.2
2023-09-24 07:00:00+01:00,45.6,15,2023-09-24,450.65
2023-09-24 07:30:00+01:00,55.0,16,2023-09-24,332.7
2023-09-24 08:00:00+01:00,50.9,17,2023-09-24,606.7
2023-09-24 08:30:00+01:00,56.5,18,2023-09-24,318.95
2023-09-24 09:00:00+01:00,34.8,19,2023-09-24,563.05
2023-09-24 09:30:00+01:00,51.0,20,2023-09-24,523.9
2023-09-24 10:00:00+01:00,34.1,21,2023-09-24,435.15
2023-09-24 10:30:00+01:00,31.8,22,2023-09-24,455.85
2023-09-24 11:00:00+01:00,23.8,23,2023-09-24,386.15
2023-09-24 11:30:00+01:00,12.0,24,2023-09-24,402.05
2023-09-24 12:00:00+01:00,14.1,25,2023-09-24,427.65
2023-09-24 12:30:00+01:00,2.1,26,2023-09-24,388.5
2023-09-24 13:00:00+01:00,13.0,27,2023-09-24,379.3
2023-09-24 13:30:00+01:00,0.0,28,2023-09-24,377.95
2023-09-24 14:00:00+01:00,6.3,29,2023-09-24,332.8
2023-09-24 14:30:00+01:00,-1.1,30,2023-09-24,328.15
2023-09-24 15:00:00+01:00,0.0,31,2023-09-24,360.65
2023-09-24 15:30:00+01:00,15.0,32,2023-09-24,429.35
2023-09-24 16:00:00+01:00,32.0,33,2023-09-24,391.35
2023-09-24 16:30:00+01:00,60.0,34,2023-09-24,575.6
2023-09-24 17:00:00+01:00,84.2,35,2023-09-24,277.35
2023-09-24 17:30:00+01:00,91.1,36,2023-09-24,364.0
2023-09-24 18:00:00+01:00,106.9,37,2023-09-24,267.65
2023-09-24 18:30:00+01:00,106.8,38,2023-09-24,330.6
2023-09-24 19:00:00+01:00,108.7,39,2023-09-24,314.5
2023-09-24 19:30:00+01:00,98.0,40,2023-09-24,243.75
2023-09-24 20:00:00+01:00,103.1,41,2023-09-24,377.9
2023-09-24 20:30:00+01:00,70.0,42,2023-09-24,325.5
2023-09-24 21:00:00+01:00,85.0,43,2023-09-24,430.45
2023-09-24 21:30:00+01:00,41.5,44,2023-09-24,372.5
2023-09-24 22:00:00+01:00,69.0,45,2023-09-24,522.95
2023-09-24 22:30:00+01:00,37.95,46,2023-09-24,418.15
2023-09-24 23:00:00+01:00,13.8,47,2023-09-25,501.55
2023-09-24 23:30:00+01:00,-0.1,48,2023-09-25,424.8
2023-09-25 00:00:00+01:00,-10.0,1,2023-09-25,461.55
2023-09-25 00:30:00+01:00,-8.0,2,2023-09-25,506.65
2023-09-25 01:00:00+01:00,-7.4,3,2023-09-25,417.5
2023-09-25 01:30:00+01:00,-4.8,4,2023-09-25,415.4
2023-09-25 02:00:00+01:00,-5.3,5,2023-09-25,400.55
2023-09-25 02:30:00+01:00,-10.4,6,2023-09-25,427.65
2023-09-25 03:00:00+01:00,-1.5,7,2023-09-25,460.4
2023-09-25 03:30:00+01:00,-4.8,8,2023-09-25,449.15
2023-09-25 04:00:00+01:00,-2.2,9,2023-09-25,413.55
2023-09-25 04:30:00+01:00,-0.1,10,2023-09-25,377.1
2023-09-25 05:00:00+01:00,0.0,11,2023-09-25,458.75
2023-09-25 05:30:00+01:00,19.9,12,2023-09-25,454.1
2023-09-25 06:00:00+01:00,84.7,13,2023-09-25,507.55
2023-09-25 06:30:00+01:00,118.0,14,2023-09-25,587.8
2023-09-25 07:00:00+01:00,115.0,15,2023-09-25,799.55
2023-09-25 07:30:00+01:00,135.0,16,2023-09-25,859.6
2023-09-25 08:00:00+01:00,113.9,17,2023-09-25,690.9
2023-09-25 08:30:00+01:00,116.1,18,2023-09-25,663.65
2023-09-25 09:00:00+01:00,88.9,19,2023-09-25,418.5
2023-09-25 09:30:00+01:00,88.9,20,2023-09-25,457.4
2023-09-25 10:00:00+01:00,78.0,21,2023-09-25,549.25
2023-09-25 10:30:00+01:00,75.0,22,2023-09-25,611.6
2023-09-25 11:00:00+01:00,70.4,23,2023-09-25,512.2
2023-09-25 11:30:00+01:00,72.35,24,2023-09-25,435.9
2023-09-25 12:00:00+01:00,68.7,25,2023-09-25,468.75
2023-09-25 12:30:00+01:00,72.4,26,2023-09-25,526.75
2023-09-25 13:00:00+01:00,67.0,27,2023-09-25,492.6
2023-09-25 13:30:00+01:00,65.3,28,2023-09-25,485.1
2023-09-25 14:00:00+01:00,76.9,29,2023-09-25,494.35
2023-09-25 14:30:00+01:00,75.3,30,2023-09-25,614.5
2023-09-25 15:00:00+01:00,88.0,31,2023-09-25,756.5
2023-09-25 15:30:00+01:00,78.0,32,2023-09-25,773.5
2023-09-25 16:00:00+01:00,97.2,33,2023-09-25,576.75
2023-09-25 16:30:00+01:00,109.0,34,2023-09-25,802.05
2023-09-25 17:00:00+01:00,115.7,35,2023-09-25,512.6
2023-09-25 17:30:00+01:00,123.0,36,2023-09-25,688.75
2023-09-25 18:00:00+01:00,123.4,37,2023-09-25,498.2
2023-09-25 18:30:00+01:00,128.0,38,2023-09-25,564.9
2023-09-25 19:00:00+01:00,131.3,39,2023-09-25,491.0
2023-09-25 19:30:00+01:00,125.4,40,2023-09-25,390.9
2023-09-25 20:00:00+01:00,113.6,41,2023-09-25,510.4
2023-09-25 20:30:00+01:00,100.8,42,2023-09-25,287.8
2023-09-25 21:00:00+01:00,100.0,43,2023-09-25,421.4
2023-09-25 21:30:00+01:00,85.9,44,2023-09-25,458.45
2023-09-25 22:00:00+01:00,88.9,45,2023-09-25,527.75
2023-09-25 22:30:00+01:00,80.8,46,2023-09-25,604.7
2023-09-25 23:00:00+01:00,97.1,47,2023-09-26,722.6
2023-09-25 23:30:00+01:00,89.1,48,2023-09-26,480.95
2023-09-26 00:00:00+01:00,89.1,1,2023-09-26,380.0
2023-09-26 00:30:00+01:00,88.4,2,2023-09-26,434.55
2023-09-26 01:00:00+01:00,80.0,3,2023-09-26,431.85
2023-09-26 01:30:00+01:00,80.5,4,2023-09-26,456.2
2023-09-26 02:00:00+01:00,78.4,5,2023-09-26,494.45
2023-09-26 02:30:00+01:00,68.4,6,2023-09-26,487.95
2023-09-26 03:00:00+01:00,70.0,7,2023-09-26,518.65
2023-09-26 03:30:00+01:00,55.5,8,2023-09-26,487.05
2023-09-26 04:00:00+01:00,68.4,9,2023-09-26,429.4
2023-09-26 04:30:00+01:00,62.0,10,2023-09-26,443.0
2023-09-26 05:00:00+01:00,82.6,11,2023-09-26,524.05
2023-09-26 05:30:00+01:00,89.1,12,2023-09-26,533.5
2023-09-26 06:00:00+01:00,110.0,13,2023-09-26,796.35
2023-09-26 06:30:00+01:00,123.2,14,2023-09-26,726.5
2023-09-26 07:00:00+01:00,120.0,15,2023-09-26,514.1
2023-09-26 07:30:00+01:00,135.0,16,2023-09-26,560.75
2023-09-26 08:00:00+01:00,115.0,17,2023-09-26,535.95
2023-09-26 08:30:00+01:00,113.6,18,2023-09-26,476.25
2023-09-26 09:00:00+01:00,104.3,19,2023-09-26,536.7
2023-09-26 09:30:00+01:00,91.09,20,2023-09-26,514.9
2023-09-26 10:00:00+01:00,89.1,21,2023-09-26,537.2
2023-09-26 10:30:00+01:00,85.0,22,2023-09-26,483.3
2023-09-26 11:00:00+01:00,81.4,23,2023-09-26,432.95
2023-09-26 11:30:00+01:00,81.0,24,2023-09-26,427.1
2023-09-26 12:00:00+01:00,77.0,25,2023-09-26,496.9
2023-09-26 12:30:00+01:00,75.0,26,2023-09-26,564.4
2023-09-26 13:00:00+01:00,70.0,27,2023-09-26,514.7
2023-09-26 13:30:00+01:00,70.0,28,2023-09-26,494.5
2023-09-26 14:00:00+01:00,80.9,29,2023-09-26,358.2
2023-09-26 14:30:00+01:00,75.0,30,2023-09-26,511.3
2023-09-26 15:00:00+01:00,83.5,31,2023-09-26,508.15
2023-09-26 15:30:00+01:00,84.8,32,2023-09-26,513.55
2023-09-26 16:00:00+01:00,90.0,33,2023-09-26,715.2
2023-09-26 16:30:00+01:00,98.2,34,2023-09-26,807.45
2023-09-26 17:00:00+01:00,102.5,35,2023-09-26,577.4
2023-09-26 17:30:00+01:00,111.5,36,2023-09-26,622.7
2023-09-26 18:00:00+01:00,127.0,37,2023-09-26,513.85
2023-09-26 18:30:00+01:00,129.3,38,2023-09-26,468.1
2023-09-26 19:00:00+01:00,132.4,39,2023-09-26,518.95
2023-09-26 19:30:00+01:00,131.1,40,2023-09-26,552.2
2023-09-26 20:00:00+01:00,116.3,41,2023-09-26,636.05
2023-09-26 20:30:00+01:00,102.39,42,2023-09-26,554.55
2023-09-26 21:00:00+01:00,98.3,43,2023-09-26,667.65
2023-09-26 21:30:00+01:00,91.1,44,2023-09-26,610.4
2023-09-26 22:00:00+01:00,93.6,45,2023-09-26,596.2
2023-09-26 22:30:00+01:00,84.5,46,2023-09-26,566.05
2023-09-26 23:00:00+01:00,84.0,47,2023-09-27,813.4
2023-09-26 23:30:00+01:00,80.0,48,2023-09-27,710.25
2023-09-27 00:00:00+01:00,79.85,1,2023-09-27,587.25
2023-09-27 00:30:00+01:00,83.0,2,2023-09-27,600.3
2023-09-27 01:00:00+01:00,83.4,3,2023-09-27,538.1
2023-09-27 01:30:00+01:00,87.7,4,2023-09-27,582.45
2023-09-27 02:00:00+01:00,86.3,5,2023-09-27,526.75
2023-09-27 02:30:00+01:00,86.0,6,2023-09-27,523.0
2023-09-27 03:00:00+01:00,84.5,7,2023-09-27,458.5
2023-09-27 03:30:00+01:00,85.0,8,2023-09-27,442.5
2023-09-27 04:00:00+01:00,95.0,9,2023-09-27,396.8
2023-09-27 04:30:00+01:00,91.0,10,2023-09-27,374.45
2023-09-27 05:00:00+01:00,102.0,11,2023-09-27,535.9
2023-09-27 05:30:00+01:00,100.0,12,2023-09-27,586.2
2023-09-27 06:00:00+01:00,108.0,13,2023-09-27,691.9
2023-09-27 06:30:00+01:00,136.0,14,2023-09-27,857.8
2023-09-27 07:00:00+01:00,120.0,15,2023-09-27,720.0
2023-09-27 07:30:00+01:00,135.3,16,2023-09-27,693.7
2023-09-27 08:00:00+01:00,115.9,17,2023-09-27,582.5
2023-09-27 08:30:00+01:00,115.4,18,2023-09-27,517.2
2023-09-27 09:00:00+01:00,96.0,19,2023-09-27,608.3
2023-09-27 09:30:00+01:00,83.4,20,2023-09-27,725.55
2023-09-27 10:00:00+01:00,88.0,21,2023-09-27,337.55
2023-09-27 10:30:00+01:00,85.3,22,2023-09-27,398.25
2023-09-27 11:00:00+01:00,85.0,23,2023-09-27,460.55
2023-09-27 11:30:00+01:00,102.0,24,2023-09-27,533.3
2023-09-27 12:00:00+01:00,91.0,25,2023-09-27,276.15
2023-09-27 12:30:00+01:00,83.4,26,2023-09-27,349.75
2023-09-27 13:00:00+01:00,83.4,27,2023-09-27,469.6
2023-09-27 13:30:00+01:00,70.67,28,2023-09-27,483.0
2023-09-27 14:00:00+01:00,82.0,29,2023-09-27,388.15
2023-09-27 14:30:00+01:00,68.0,30,2023-09-27,501.0
2023-09-27 15:00:00+01:00,76.3,31,2023-09-27,329.15
2023-09-27 15:30:00+01:00,75.7,32,2023-09-27,388.5
2023-09-27 16:00:00+01:00,83.4,33,2023-09-27,421.15
2023-09-27 16:30:00+01:00,89.0,34,2023-09-27,516.85
2023-09-27 17:00:00+01:00,108.0,35,2023-09-27,447.6
2023-09-27 17:30:00+01:00,101.5,36,2023-09-27,616.65
2023-09-27 18:00:00+01:00,103.0,37,2023-09-27,598.6
2023-09-27 18:30:00+01:00,100.5,38,2023-09-27,726.95
2023-09-27 19:00:00+01:00,97.0,39,2023-09-27,536.9
2023-09-27 19:30:00+01:00,96.4,40,2023-09-27,548.8
2023-09-27 20:00:00+01:00,86.9,41,2023-09-27,613.65
2023-09-27 20:30:00+01:00,86.0,42,2023-09-27,362.5
2023-09-27 21:00:00+01:00,83.6,43,2023-09-27,473.2
2023-09-27 21:30:00+01:00,63.0,44,2023-09-27,400.4
2023-09-27 22:00:00+01:00,61.7,45,2023-09-27,512.5
2023-09-27 22:30:00+01:00,32.0,46,2023-09-27,438.75
2023-09-27 23:00:00+01:00,20.5,47,2023-09-28,644.85
2023-09-27 23:30:00+01:00,-20.8,48,2023-09-28,518.4
2023-09-28 00:00:00+01:00,-7.0,1,2023-09-28,502.6
2023-09-28 00:30:00+01:00,-10.0,2,2023-09-28,529.2
2023-09-28 01:00:00+01:00,-1.0,3,2023-09-28,478.65
2023-09-28 01:30:00+01:00,1.0,4,2023-09-28,476.55
2023-09-28 02:00:00+01:00,3.0,5,2023-09-28,478.7
2023-09-28 02:30:00+01:00,-4.3,6,2023-09-28,477.85
2023-09-28 03:00:00+01:00,2.4,7,2023-09-28,548.65
2023-09-28 03:30:00+01:00,-3.0,8,2023-09-28,497.3
2023-09-28 04:00:00+01:00,-0.05,9,2023-09-28,541.8
2023-09-28 04:30:00+01:00,-10.0,10,2023-09-28,486.05
2023-09-28 05:00:00+01:00,-33.0,11,2023-09-28,523.7
2023-09-28 05:30:00+01:00,0.8,12,2023-09-28,514.85
2023-09-28 06:00:00+01:00,74.0,13,2023-09-28,617.1
2023-09-28 06:30:00+01:00,100.0,14,2023-09-28,695.15
2023-09-28 07:00:00+01:00,105.8,15,2023-09-28,767.2
2023-09-28 07:30:00+01:00,121.6,16,2023-09-28,883.85
2023-09-28 08:00:00+01:00,95.0,17,2023-09-28,703.75
2023-09-28 08:30:00+01:00,99.0,18,2023-09-28,651.55
2023-09-28 09:00:00+01:00,95.5,19,2023-09-28,442.5
2023-09-28 09:30:00+01:00,91.3,20,2023-09-28,474.45
2023-09-28 10:00:00+01:00,86.3,21,2023-09-28,468.9
2023-09-28 10:30:00+01:00,84.5,22,2023-09-28,415.2
2023-09-28 11:00:00+01:00,80.0,23,2023-09-28,479.35
2023-09-28 11:30:00+01:00,80.0,24,2023-09-28,482.3
2023-09-28 12:00:00+01:00,78.6,25,2023-09-28,500.8
2023-09-28 12:30:00+01:00,78.2,26,2023-09-28,519.7
2023-09-28 13:00:00+01:00,87.0,27,2023-09-28,554.1
2023-09-28 13:30:00+01:00,78.6,28,2023-09-28,500.45
2023-09-28 14:00:00+01:00,84.1,29,2023-09-28,527.4
2023-09-28 14:30:00+01:00,79.8,30,2023-09-28,517.8
2023-09-28 15:00:00+01:00,83.2,31,2023-09-28,520.55
2023-09-28 15:30:00+01:00,84.0,32,2023-09-28,614.85
2023-09-28 16:00:00+01:00,87.0,33,2023-09-28,633.3
2023-09-28 16:30:00+01:00,88.5,34,2023-09-28,960.8
2023-09-28 17:00:00+01:00,107.4,35,2023-09-28,765.7
2023-09-28 17:30:00+01:00,107.3,36,2023-09-28,826.2
2023-09-28 18:00:00+01:00,116.7,37,2023-09-28,685.6
2023-09-28 18:30:00+01:00,121.6,38,2023-09-28,789.8
2023-09-28 19:00:00+01:00,124.0,39,2023-09-28,783.95
2023-09-28 19:30:00+01:00,120.0,40,2023-09-28,717.7
2023-09-28 20:00:00+01:00,110.0,41,2023-09-28,854.8
2023-09-28 20:30:00+01:00,90.0,42,2023-09-28,700.05
2023-09-28 21:00:00+01:00,90.7,43,2023-09-28,965.15
2023-09-28 21:30:00+01:00,83.7,44,2023-09-28,706.9
2023-09-28 22:00:00+01:00,98.0,45,2023-09-28,758.45
2023-09-28 22:30:00+01:00,86.0,46,2023-09-28,560.65
2023-09-28 23:00:00+01:00,85.9,47,2023-09-29,699.4
2023-09-28 23:30:00+01:00,86.2,48,2023-09-29,412.7
2023-09-29 00:00:00+01:00,76.1,1,2023-09-29,413.15
2023-09-29 00:30:00+01:00,67.0,2,2023-09-29,358.55
2023-09-29 01:00:00+01:00,49.0,3,2023-09-29,404.1
2023-09-29 01:30:00+01:00,47.7,4,2023-09-29,381.7
2023-09-29 02:00:00+01:00,52.0,5,2023-09-29,619.5
2023-09-29 02:30:00+01:00,38.3,6,2023-09-29,625.25
2023-09-29 03:00:00+01:00,33.0,7,2023-09-29,492.3
2023-09-29 03:30:00+01:00,25.9,8,2023-09-29,518.9
2023-09-29 04:00:00+01:00,38.3,9,2023-09-29,492.35
2023-09-29 04:30:00+01:00,30.4,10,2023-09-29,439.25
2023-09-29 05:00:00+01:00,52.7,11,2023-09-29,564.9
2023-09-29 05:30:00+01:00,61.9,12,2023-09-29,605.2
2023-09-29 06:00:00+01:00,75.1,13,2023-09-29,729.05
2023-09-29 06:30:00+01:00,106.2,14,2023-09-29,747.15
2023-09-29 07:00:00+01:00,93.9,15,2023-09-29,859.95
2023-09-29 07:30:00+01:00,124.8,16,2023-09-29,839.65
2023-09-29 08:00:00+01:00,101.6,17,2023-09-29,766.45
2023-09-29 08:30:00+01:00,101.2,18,2023-09-29,694.05
2023-09-29 09:00:00+01:00,92.0,19,2023-09-29,639.2
2023-09-29 09:30:00+01:00,64.0,20,2023-09-29,720.1
2023-09-29 10:00:00+01:00,70.0,21,2023-09-29,596.8
2023-09-29 10:30:00+01:00,64.0,22,2023-09-29,674.9
2023-09-29 11:00:00+01:00,64.0,23,2023-09-29,603.7
2023-09-29 11:30:00+01:00,65.7,24,2023-09-29,606.3
2023-09-29 12:00:00+01:00,56.8,25,2023-09-29,665.0
2023-09-29 12:30:00+01:00,52.6,26,2023-09-29,686.0
2023-09-29 13:00:00+01:00,52.8,27,2023-09-29,598.75
2023-09-29 13:30:00+01:00,50.0,28,2023-09-29,573.65
2023-09-29 14:00:00+01:00,64.5,29,2023-09-29,638.9
2023-09-29 14:30:00+01:00,57.5,30,2023-09-29,611.65
2023-09-29 15:00:00+01:00,59.6,31,2023-09-29,671.45
2023-09-29 15:30:00+01:00,72.1,32,2023-09-29,499.35
2023-09-29 16:00:00+01:00,80.0,33,2023-09-29,668.55
2023-09-29 16:30:00+01:00,89.0,34,2023-09-29,707.4
2023-09-29 17:00:00+01:00,90.0,35,2023-09-29,550.25
2023-09-29 17:30:00+01:00,107.5,36,2023-09-29,522.35
2023-09-29 18:00:00+01:00,116.8,37,2023-09-29,533.35
2023-09-29 18:30:00+01:00,128.2,38,2023-09-29,581.6
2023-09-29 19:00:00+01:00,119.5,39,2023-09-29,682.1
2023-09-29 19:30:00+01:00,115.0,40,2023-09-29,664.5
2023-09-29 20:00:00+01:00,105.0,41,2023-09-29,672.25
2023-09-29 20:30:00+01:00,88.65,42,2023-09-29,571.6
2023-09-29 21:00:00+01:00,110.7,43,2023-09-29,518.75
2023-09-29 21:30:00+01:00,89.8,44,2023-09-29,419.35
2023-09-29 22:00:00+01:00,90.6,45,2023-09-29,612.15
2023-09-29 22:30:00+01:00,76.0,46,2023-09-29,432.7
2023-09-29 23:00:00+01:00,95.9,47,2023-09-30,561.45
2023-09-29 23:30:00+01:00,78.1,48,2023-09-30,529.25
2023-09-30 00:00:00+01:00,77.4,1,2023-09-30,398.6
2023-09-30 00:30:00+01:00,77.5,2,2023-09-30,398.9
2023-09-30 01:00:00+01:00,74.0,3,2023-09-30,385.5
2023-09-30 01:30:00+01:00,83.2,4,2023-09-30,378.65
2023-09-30 02:00:00+01:00,81.0,5,2023-09-30,382.8
2023-09-30 02:30:00+01:00,80.0,6,2023-09-30,382.75
2023-09-30 03:00:00+01:00,78.7,7,2023-09-30,397.2
2023-09-30 03:30:00+01:00,76.5,8,2023-09-30,384.35
2023-09-30 04:00:00+01:00,82.4,9,2023-09-30,329.05
2023-09-30 04:30:00+01:00,78.4,10,2023-09-30,315.75
2023-09-30 05:00:00+01:00,91.7,11,2023-09-30,385.85
2023-09-30 05:30:00+01:00,90.1,12,2023-09-30,423.3
2023-09-30 06:00:00+01:00,92.9,13,2023-09-30,404.65
2023-09-30 06:30:00+01:00,102.0,14,2023-09-30,514.65
2023-09-30 07:00:00+01:00,89.7,15,2023-09-30,570.0
2023-09-30 07:30:00+01:00,113.0,16,2023-09-30,656.05
2023-09-30 08:00:00+01:00,101.6,17,2023-09-30,682.45
2023-09-30 08:30:00+01:00,110.0,18,2023-09-30,646.7
2023-09-30 09:00:00+01:00,104.7,19,2023-09-30,555.2
2023-09-30 09:30:00+01:00,103.93,20,2023-09-30,560.55
2023-09-30 10:00:00+01:00,96.0,21,2023-09-30,528.3
2023-09-30 10:30:00+01:00,91.9,22,2023-09-30,503.6
2023-09-30 11:00:00+01:00,83.9,23,2023-09-30,449.8
2023-09-30 11:30:00+01:00,80.1,24,2023-09-30,453.0
